scheme_name,page_url,pdf_url,status,saved_path
Contact Us,https://www.startupindia.gov.in/content/sih/en/startupgov/validate-startup-recognition.html,https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Startup-Schemes-Playbook-June-2026.pdf,DOWNLOADED,Scheme_PDFs/Contact Us/Startup-Schemes-Playbook-June-2026_1.pdf
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,http://www.startupindia.gov.in/content/dam/startupindia/Tax-Playbook-for-Startup-Ecosystem-May-2026.pdf,DOWNLOAD_FAILED: HTTP 403,
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,https://www.startupindia.gov.in/content/dam/invest-india/HomePage/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026.pdf,DOWNLOADED,Scheme_PDFs/Credit GUARANTEE SCHEME FOR STARTUPS/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026.pdf
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,https://www.startupindia.gov.in/content/dam/invest-india/PGF/credit-guarantee-scheme-for-startup.pdf,DOWNLOADED,Scheme_PDFs/Credit GUARANTEE SCHEME FOR STARTUPS/credit-guarantee-scheme-for-startup.pdf
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Action__Plan.pdf,DOWNLOADED,Scheme_PDFs/Credit GUARANTEE SCHEME FOR STARTUPS/Action__Plan.pdf
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Revised%20Guidelines%20for%20recognition.pdf,DOWNLOADED,Scheme_PDFs/Credit GUARANTEE SCHEME FOR STARTUPS/Revised_20Guidelines_20for_20recognition.pdf
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf,DOWNLOADED,Scheme_PDFs/Credit GUARANTEE SCHEME FOR STARTUPS/Startup-India-Fund-of-Funds-2.0-Scheme.pdf
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Member_Institutions_on_Jan_Samarth_Portal.pdf,DOWNLOADED,Scheme_PDFs/Credit GUARANTEE SCHEME FOR STARTUPS/Member_Institutions_on_Jan_Samarth_Portal.pdf
Credit GUARANTEE SCHEME FOR STARTUPS,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Startup-Schemes-Playbook-June-2026.pdf,DOWNLOADED,Scheme_PDFs/Credit GUARANTEE SCHEME FOR STARTUPS/Startup-Schemes-Playbook-June-2026.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402061153162134.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402061153162134.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402061153483977.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402061153483977.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402061159256361.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402061159256361.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402141705438796.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402141705438796.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402141706355388.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402141706355388.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402141706579922.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402141706579922.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402141707287261.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402141707287261.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402151518206193.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402151518206193.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402151532385405.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402151532385405.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402191205395916.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402191205395916.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402191514560241.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402191514560241.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402191517246413.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402191517246413.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402191520050796.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402191520050796.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402191521248425.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402191521248425.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402191522541342.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402191522541342.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402191524209649.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402191524209649.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402211659500454.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402211659500454.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402211701305969.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402211701305969.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402211702416098.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402211702416098.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202402211703381004.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202402211703381004.pdf
About Schemes,https://sje.rajasthan.gov.in/Default.aspx?PageID=3453,https://sje.rajasthan.gov.in/siteadmin/Uploads/202406271148090737.pdf,DOWNLOADED,Scheme_PDFs/About Schemes/202406271148090737.pdf
Contact Us,https://www.startupindia.gov.in/content/sih/en/reources/startup_india_notes.html,http://www.startupindia.gov.in/content/dam/startupindia/Tax-Playbook-for-Startup-Ecosystem-May-2026.pdf,DOWNLOAD_FAILED: HTTP 403,
Contact Us,https://www.startupindia.gov.in/content/sih/en/reources/startup_india_notes.html,https://www.startupindia.gov.in/content/dam/invest-india/HomePage/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026.pdf,DOWNLOADED,Scheme_PDFs/Contact Us/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026_2.pdf
Contact Us,https://www.startupindia.gov.in/content/sih/en/reources/startup_india_notes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Action__Plan.pdf,DOWNLOADED,Scheme_PDFs/Contact Us/Action__Plan_2.pdf
Contact Us,https://www.startupindia.gov.in/content/sih/en/reources/startup_india_notes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Revised%20Guidelines%20for%20recognition.pdf,DOWNLOADED,Scheme_PDFs/Contact Us/Revised_20Guidelines_20for_20recognition_2.pdf
Contact Us,https://www.startupindia.gov.in/content/sih/en/reources/startup_india_notes.html,https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf,DOWNLOADED,Scheme_PDFs/Contact Us/Startup-India-Fund-of-Funds-2.0-Scheme_2.pdf
Contact Us,https://www.startupindia.gov.in/content/sih/en/reources/startup_india_notes.html,https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Startup-Schemes-Playbook-June-2026.pdf,DOWNLOADED,Scheme_PDFs/Contact Us/Startup-Schemes-Playbook-June-2026_2.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,http://www.ipindia.nic.in/writereaddata/Portal/Images/pdf/Final_FREQUENTLY_ASKED_QUESTIONS_-PATENT.pdf,"DOWNLOAD_FAILED: HTTPConnectionPool(host='www.ipindia.nic.in', port=80): Max retries exceeded with url: /writereaddata/Portal/Images/pdf/Final_FREQUENTLY_ASKED_QUESTIONS_-PATENT.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x7868f24612b0>: Failed to resolve 'www.ipindia.nic.in' ([Errno -2] Name or service not known)""))",
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,http://www.startupindia.gov.in/content/dam/startupindia/Tax-Playbook-for-Startup-Ecosystem-May-2026.pdf,DOWNLOAD_FAILED: HTTP 403,
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/HomePage/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/SUi-DigiLocker.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/SUi-DigiLocker.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/States-images/Metadata-NMDS-Startup-India.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/Metadata-NMDS-Startup-India.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/198117.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/198117.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/80-IAC%201173%20Beneficiary%20Data_05.04.2023_Till%2072nd%20IMB.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/80-IAC_201173_20Beneficiary_20Data_05.04.2023_Till_2072nd_20IMB.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Action%20Plan.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/Action_20Plan.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Action__Plan.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/Action__Plan.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Revised%20Guidelines%20for%20recognition.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/Revised_20Guidelines_20for_20recognition.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/notification/Relaxed_Norms_of_Public_Procurement_for_Startups/1.%20Relaxed_Norms_of_Public_Procurement_for_Startups.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/1._20Relaxed_Norms_of_Public_Procurement_for_Startups.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/notification/Relaxed_Norms_of_Public_Procurement_for_Startups/2.%20Notification_EMDExemption.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/2._20Notification_EMDExemption.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/Startup-India-Fund-of-Funds-2.0-Scheme.pdf
DPIIT Recognition,https://www.startupindia.gov.in/content/sih/en/startup-scheme.html,https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Startup-Schemes-Playbook-June-2026.pdf,DOWNLOADED,Scheme_PDFs/DPIIT Recognition/Startup-Schemes-Playbook-June-2026.pdf
Atal New India Challenge,https://aim.gov.in/atal-new-india-challenge.php,https://aim.gov.in/ANIC_1.0_SSC_Selection_Summary.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge/ANIC_1.0_SSC_Selection_Summary.pdf
Atal New India Challenge,https://aim.gov.in/atal-new-india-challenge.php,https://aim.gov.in/FY2020-21-List-of-Grantee-Organizations.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge/FY2020-21-List-of-Grantee-Organizations.pdf
Atal New India Challenge,https://aim.gov.in/atal-new-india-challenge.php,https://aim.gov.in/FY2021-22-List-of-Grantee-Organizations.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge/FY2021-22-List-of-Grantee-Organizations.pdf
Atal New India Challenge,https://aim.gov.in/atal-new-india-challenge.php,https://aim.gov.in/pdf/ANIC-2.0-Final-Guidelines.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge/ANIC-2.0-Final-Guidelines.pdf
Atal New India Challenge,https://aim.gov.in/atal-new-india-challenge.php,https://aim.gov.in/pdf/ANIC_1.0-guidelines.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge/ANIC_1.0-guidelines.pdf
Atal New India Challenge,https://aim.gov.in/atal-new-india-challenge.php,https://aim.gov.in/pdf/anic_1.0_beneficiaries.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge/anic_1.0_beneficiaries.pdf
Atal New India Challenge,https://aim.gov.in/atal-new-india-challenge.php,https://aim.gov.in/pdf/anic_winners.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge/anic_winners.pdf
AEDP Overview,https://aim.gov.in/aim-ecosystem-development-program.php,,NO_PDF_FOUND,
Aatmanirbhar Bharat ARISE,https://aim.gov.in/arise.php,https://aim.gov.in/pdf/ARISE-ANIC_Guidelines.pdf,DOWNLOADED,Scheme_PDFs/Aatmanirbhar Bharat ARISE/ARISE-ANIC_Guidelines.pdf
Ed-Tech Innovations to enhance the learning for PwD/CwD,https://aim.gov.in/EdtechInnovations.php,,NO_PDF_FOUND,
YOUTH CO:LAB NATIONAL INNOVATION CHALLENGE 2024-25,https://aim.gov.in/youthcolab-2025.php,,NO_PDF_FOUND,
AIM-iLEAP Program,https://aim.gov.in/ileap.php,,NO_PDF_FOUND,
AIM-ICDK Water Innovation Challenge,https://aim.gov.in/icdk-water-challenge-2.php,https://aim.gov.in/images/Waste-Water-ver2_18102022.pdf,DOWNLOADED,Scheme_PDFs/AIM-ICDK Water Innovation Challenge/Waste-Water-ver2_18102022.pdf
AIM-Prime Program,https://aim.gov.in/primeprogram.php,,NO_PDF_FOUND,
Meet our Team,https://aim.gov.in/our-team.php,https://aim.gov.in/AIM_Brochure.pdf,DOWNLOADED,Scheme_PDFs/Meet our Team/AIM_Brochure.pdf
Meet our Team,https://aim.gov.in/our-team.php,https://aim.gov.in/pdf/Startup20_Communique_2023_India.pdf,DOWNLOADED,Scheme_PDFs/Meet our Team/Startup20_Communique_2023_India.pdf
Rise Accelerator,https://aim.gov.in/rise.php,https://aim.gov.in/pdf/Flag-O_Revised_ACIC_Guidelines_June-2022.pdf,DOWNLOADED,Scheme_PDFs/Rise Accelerator/Flag-O_Revised_ACIC_Guidelines_June-2022.pdf
Rise Accelerator,https://aim.gov.in/rise.php,https://aim.gov.in/pdf/GuidelinesACIC_15_Sep.pdf,DOWNLOADED,Scheme_PDFs/Rise Accelerator/GuidelinesACIC_15_Sep.pdf
Rise Accelerator,https://aim.gov.in/rise.php,https://aim.gov.in/pdf/Operation_Manual_ACIC.pdf,DOWNLOADED,Scheme_PDFs/Rise Accelerator/Operation_Manual_ACIC.pdf
Disclaimer,https://aim.gov.in/disclaimer.php,https://aim.gov.in/AIM_Brochure.pdf,DOWNLOADED,Scheme_PDFs/Disclaimer/AIM_Brochure.pdf
Disclaimer,https://aim.gov.in/disclaimer.php,https://aim.gov.in/pdf/Startup20_Communique_2023_India.pdf,DOWNLOADED,Scheme_PDFs/Disclaimer/Startup20_Communique_2023_India.pdf
Atal New India Challenge 2.0,https://aim.gov.in/atal-new-india-challenge-2.0.php,https://aim.gov.in/FY2020-21-List-of-Grantee-Organizations.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge 2.0/FY2020-21-List-of-Grantee-Organizations.pdf
Atal New India Challenge 2.0,https://aim.gov.in/atal-new-india-challenge-2.0.php,https://aim.gov.in/FY2021-22-List-of-Grantee-Organizations.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge 2.0/FY2021-22-List-of-Grantee-Organizations.pdf
Atal New India Challenge 2.0,https://aim.gov.in/atal-new-india-challenge-2.0.php,https://aim.gov.in/pdf/ANIC-2.0-Final-Guidelines.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge 2.0/ANIC-2.0-Final-Guidelines.pdf
Atal New India Challenge 2.0,https://aim.gov.in/atal-new-india-challenge-2.0.php,https://aim.gov.in/pdf/ANIC_1.0-guidelines.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge 2.0/ANIC_1.0-guidelines.pdf
Atal New India Challenge 2.0,https://aim.gov.in/atal-new-india-challenge-2.0.php,https://aim.gov.in/pdf/anic_winners.pdf,DOWNLOADED,Scheme_PDFs/Atal New India Challenge 2.0/anic_winners.pdf
Recruitment,https://aim.gov.in/work-with-aim.php,https://aim.gov.in/AIM_Brochure.pdf,DOWNLOADED,Scheme_PDFs/Recruitment/AIM_Brochure.pdf
Recruitment,https://aim.gov.in/work-with-aim.php,https://aim.gov.in/pdf/Startup20_Communique_2023_India.pdf,DOWNLOADED,Scheme_PDFs/Recruitment/Startup20_Communique_2023_India.pdf
Recruitment,https://aim.gov.in/work-with-aim.php,https://aim.gov.in/pdf/Vacancy-Circular-for-the-Post-of-Consultant.pdf,DOWNLOADED,Scheme_PDFs/Recruitment/Vacancy-Circular-for-the-Post-of-Consultant.pdf
Term & Condition,https://aim.gov.in/term-and-condition.php,https://aim.gov.in/AIM_Brochure.pdf,DOWNLOADED,Scheme_PDFs/Term _ Condition/AIM_Brochure.pdf
Term & Condition,https://aim.gov.in/term-and-condition.php,https://aim.gov.in/pdf/Startup20_Communique_2023_India.pdf,DOWNLOADED,Scheme_PDFs/Term _ Condition/Startup20_Communique_2023_India.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,http://www.nstedb.com/institutional/Approved%20Revised_guidelines_of_TBI.pdf,DOWNLOAD_FAILED: HTTP 403,
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,http://www.startupindia.gov.in/content/dam/startupindia/Tax-Playbook-for-Startup-Ecosystem-May-2026.pdf,DOWNLOAD_FAILED: HTTP 403,
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://aim.gov.in/Revised_AIC_Guidelines.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Revised_AIC_Guidelines.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://invest.up.gov.in/wp-content/themes/investup/pdf/Startup-Policy-2020.pdf,"DOWNLOAD_FAILED: HTTPSConnectionPool(host='invest.up.gov.in', port=443): Max retries exceeded with url: /wp-content/themes/investup/pdf/Startup-Policy-2020.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)')))",
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://meitystartuphub.in/assets/docs/TIDE2.0_Brochure_2.pdf,"DOWNLOAD_FAILED: HTTPSConnectionPool(host='meitystartuphub.in', port=443): Max retries exceeded with url: /assets/docs/TIDE2.0_Brochure_2.pdf (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7868f2062c00>: Failed to resolve 'meitystartuphub.in' ([Errno -5] No address associated with hostname)""))",
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://startup.gujarat.gov.in/files/2020/11/67fa51ad-d410-49be-8ff3-f93adc784118_13-GR_02092020.pdf,"DOWNLOAD_FAILED: HTTPSConnectionPool(host='startup.gujarat.gov.in', port=443): Max retries exceeded with url: /files/2020/11/67fa51ad-d410-49be-8ff3-f93adc784118_13-GR_02092020.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7868f2526900>: Failed to establish a new connection: [Errno 101] Network is unreachable'))",
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://startup.mp.gov.in/uploads/media/Startup_Policy_2022_(eng).pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Startup_Policy_2022__eng_.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://state.bihar.gov.in/industries/cache/26/01-Jul-22/SHOW_DOCS/circular-td-1502-dtd-27-06-22%20English.pdf,"DOWNLOAD_FAILED: HTTPSConnectionPool(host='state.bihar.gov.in', port=443): Max retries exceeded with url: /industries/cache/26/01-Jul-22/SHOW_DOCS/circular-td-1502-dtd-27-06-22%20English.pdf (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)')))",
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.birac.nic.in/webcontent/BioNEST_Guidelines_04_07_2018.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/BioNEST_Guidelines_04_07_2018.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/HomePage/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Startup-Playbook-Exclusive-Benefits-for-DPIIT-Recognised-Startups-in-India-April-2026.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Industrial_and_Business_Development_Policy_2017.pdf,DOWNLOAD_FAILED: HTTP 404,
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Action__Plan.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Action__Plan.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/Revised%20Guidelines%20for%20recognition.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Revised_20Guidelines_20for_20recognition.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Academia%20Incubator%20engagement.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Academia_20Incubator_20engagement.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Accelerator%20Market%20Fit%20.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Accelerator_20Market_20Fit_20.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Handbook%20for%20Incubator%20Managers.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Handbook_20for_20Incubator_20Managers.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Incubation%20for%20social%20startups.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Incubation_20for_20social_20startups.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Mixed-use%20Incubator%20Handbook%20by%20infoDev%20pdf.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Mixed-use_20Incubator_20Handbook_20by_20infoDev_20pdf.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Role%20of%20State%20in%20creating%20Startup%20Ecosystem.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Role_20of_20State_20in_20creating_20Startup_20Ecosystem.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/Startup%20Engagement%20Best%20Practices%20for%20%20Large%20Organizations.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/Startup_20Engagement_20Best_20Practices_20for_20_20Large_20Organizations.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/incubator_page_content/The%20infoDev%20Global%20Network%20of%20Business%20Incubators%20-%20pdf.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/The_20infoDev_20Global_20Network_20of_20Business_20Incubators_20-_20pdf.pdf
Incubator Schemes,https://www.startupindia.gov.in/content/sih/en/incubator-schemes.html,https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/state_startup_policies/A&Nstartup%20final_cp.pdf,DOWNLOADED,Scheme_PDFs/Incubator Schemes/A_Nstartup_20final_cp.pdf
